words,sen_len,tree_depth,top_const,tense,subjnum,objnum
show,2,7,2,2,1,1
you,2,7,2,2,1,1
my,2,7,2,2,1,1
"apartment,",2,7,2,2,1,1
he,2,7,2,2,1,1
says.,2,7,2,2,1,1
Sasha,1,6,1,2,1,1
reaches,1,6,1,2,1,1
for,1,6,1,2,1,1
his,1,6,1,2,1,1
martini,1,6,1,2,1,1
glass.,1,6,1,2,1,1
I'll,2,7,2,2,1,1
be,2,7,2,2,1,1
twenty,2,7,2,2,1,1
one,2,7,2,2,1,1
next,2,7,2,2,1,1
month,2,7,2,2,1,1
and,2,7,2,2,1,1
no,2,7,2,2,1,1
one,2,7,2,2,1,1
is,2,7,2,2,1,1
looking.,2,7,2,2,1,1
Thirty,3,5,2,1,2,2
six,3,5,2,1,2,2
thousand,3,5,2,1,2,2
dollars.,3,5,2,1,2,2
Clara,2,7,2,2,1,1
is,2,7,2,2,1,1
"scared,",2,7,2,2,1,1
she,2,7,2,2,1,1
hates,2,7,2,2,1,1
Gary,2,7,2,2,1,1
and,2,7,2,2,1,1
in,2,7,2,2,1,1
a,2,7,2,2,1,1
flash,2,7,2,2,1,1
she,2,7,2,2,1,1
wishes,2,7,2,2,1,1
him,2,7,2,2,1,1
dead.,2,7,2,2,1,1
She,1,6,1,2,1,1
walks,1,6,1,2,1,1
to,1,6,1,2,1,1
the,1,6,1,2,1,1
living,1,6,1,2,1,1
room.,1,6,1,2,1,1
She,1,7,1,1,1,1
should,1,7,1,1,1,1
sleep,1,7,1,1,1,1
on,1,7,1,1,1,1
the,1,7,1,1,1,1
couch.,1,7,1,1,1,1
"Once,",2,7,2,1,1,2
in,2,7,2,1,1,2
New,2,7,2,1,1,2
"York,",2,7,2,1,1,2
when,2,7,2,1,1,2
Gary,2,7,2,1,1,2
lost,2,7,2,1,1,2
their,2,7,2,1,1,2
money,2,7,2,1,1,2
in,2,7,2,1,1,2
the,2,7,2,1,1,2
stock,2,7,2,1,1,2
market,2,7,2,1,1,2
he,2,7,2,1,1,2
slept,2,7,2,1,1,2
in,2,7,2,1,1,2
the,2,7,2,1,1,2
closet.,2,7,2,1,1,2
She,1,5,1,2,1,1
turns,1,5,1,2,1,1
on,1,5,1,2,1,1
a,1,5,1,2,1,1
light.,1,5,1,2,1,1
Terrified,3,7,2,1,1,1
of,3,7,2,1,1,1
being,3,7,2,1,1,1
alone.,3,7,2,1,1,1
"Defeated,",2,7,2,1,1,1
"tormented,",2,7,2,1,1,1
"pacing,",2,7,2,1,1,1
then,2,7,2,1,1,1
hating,2,7,2,1,1,1
herself,2,7,2,1,1,1
more,2,7,2,1,1,1
than,2,7,2,1,1,1
"him,",2,7,2,1,1,1
she,2,7,2,1,1,1
crawls,2,7,2,1,1,1
back,2,7,2,1,1,1
to,2,7,2,1,1,1
their,2,7,2,1,1,1
room,2,7,2,1,1,1
and,2,7,2,1,1,1
their,2,7,2,1,1,1
bed.,2,7,2,1,1,1
Desperate,1,7,2,1,1,1
to,1,7,2,1,1,1
recapture,1,7,2,1,1,1
his,1,7,2,1,1,1
smell.,1,7,2,1,1,1
She,1,7,1,2,1,1
spoons,1,7,1,2,1,1
"him,",1,7,1,2,1,1
her,1,7,1,2,1,1
face,1,7,1,2,1,1
in,1,7,1,2,1,1
his,1,7,1,2,1,1
neck.,1,7,1,2,1,1
"Gary,",3,5,2,1,1,1
Please!,3,5,2,1,1,1
And,1,5,2,1,1,1
then,1,5,2,1,1,1
his,1,5,2,1,1,1
cell,1,5,2,1,1,1
rings.,1,5,2,1,1,1
When,2,7,2,2,2,2
people,2,7,2,2,2,2
hear,2,7,2,2,2,2
someone,2,7,2,2,2,2
has,2,7,2,2,2,2
died,2,7,2,2,2,2
they,2,7,2,2,2,2
cover,2,7,2,2,2,2
their,2,7,2,2,2,2
"mouths,",2,7,2,2,2,2
as,2,7,2,2,2,2
if,2,7,2,2,2,2
to,2,7,2,2,2,2
protect,2,7,2,2,2,2
their,2,7,2,2,2,2
own,2,7,2,2,2,2
breath.,2,7,2,2,2,2
Gary,3,5,1,2,1,1
does,3,5,1,2,1,1
that.,3,5,1,2,1,1
Oh,3,5,2,1,1,1
my,3,5,2,1,1,1
God!,3,5,2,1,1,1
And,1,7,2,2,1,1
that's,1,7,2,2,1,1
how,1,7,2,2,1,1
she,1,7,2,2,1,1
knows.,1,7,2,2,1,1
It's,1,7,2,2,1,1
Jeannie,1,7,2,2,1,1
and,1,7,2,2,1,1
Tommy's,1,7,2,2,1,1
"baby,",1,7,2,2,1,1
he,1,7,2,2,1,1
says.,1,7,2,2,1,1
They,3,5,1,1,2,1
found,3,5,1,1,2,1
him.,3,5,1,1,2,1
In,3,5,2,1,1,1
his,3,5,2,1,1,1
crib.,3,5,2,1,1,1
He's,3,5,1,2,1,1
gone.,3,5,1,2,1,1
Gary,1,6,1,2,1,1
reaches,1,6,1,2,1,1
and,1,6,1,2,1,1
holds,1,6,1,2,1,1
her.,1,6,1,2,1,1
Clara,1,6,1,2,1,1
leans,1,6,1,2,1,1
on,1,6,1,2,1,1
his,1,6,1,2,1,1
chest.,1,6,1,2,1,1
Gary,2,7,1,2,1,1
holds,2,7,1,2,1,1
Clara's,2,7,1,2,1,1
hand,2,7,1,2,1,1
and,2,7,1,2,1,1
will,2,7,1,2,1,1
not,2,7,1,2,1,1
let,2,7,1,2,1,1
it,2,7,1,2,1,1
go.,2,7,1,2,1,1
I'm,1,7,2,2,1,1
so,1,7,2,2,1,1
glad,1,7,2,2,1,1
you're,1,7,2,2,1,1
"here,",1,7,2,2,1,1
he,1,7,2,2,1,1
whispers.,1,7,2,2,1,1
Their,3,5,1,2,2,2
palms,3,5,1,2,2,2
are,3,5,1,2,2,2
sweaty.,3,5,1,2,2,2
That's,1,7,1,2,2,1
how,1,7,1,2,2,1
they,1,7,1,2,2,1
find,1,7,1,2,2,1
comfort.,1,7,1,2,2,1
Together.,3,5,2,1,1,1
In,2,6,2,2,1,1
Alexander's,2,6,2,2,1,1
"apartment,",2,6,2,2,1,1
the,2,6,2,2,1,1
bathroom,2,6,2,2,1,1
door,2,6,2,2,1,1
is,2,6,2,2,1,1
all,2,6,2,2,1,1
glass.,2,6,2,2,1,1
Frosted,3,5,2,1,1,1
glassâ€¦,3,5,2,1,1,1
Sasha's,2,7,1,2,1,1
self,2,7,1,2,1,1
conscious,2,7,1,2,1,1
as,2,7,1,2,1,1
she,2,7,1,2,1,1
locks,2,7,1,2,1,1
it,2,7,1,2,1,1
behind,2,7,1,2,1,1
her.,2,7,1,2,1,1
The,3,5,2,1,1,1
bathroom,3,5,2,1,1,1
White,3,5,2,1,1,1
granite.,3,5,2,1,1,1
Hasn't,1,7,2,2,1,1
been,1,7,2,2,1,1
cleaned,1,7,2,2,1,1
for,1,7,2,2,1,1
a,1,7,2,2,1,1
while.,1,7,2,2,1,1
She,1,5,1,2,1,1
puts,1,5,1,2,1,1
in,1,5,1,2,1,1
her,1,5,1,2,1,1
diaphragm.,1,5,1,2,1,1
Alexander's,1,6,1,2,1,1
shadow,1,6,1,2,1,1
stops,1,6,1,2,1,1
outside,1,6,1,2,1,1
the,1,6,1,2,1,1
door.,1,6,1,2,1,1
Red,3,5,2,1,1,1
or,3,5,2,1,1,1
White.,3,5,2,1,1,1
She,2,7,1,2,1,1
tries,2,7,1,2,1,1
to,2,7,1,2,1,1
think,2,7,1,2,1,1
of,2,7,1,2,1,1
something,2,7,1,2,1,1
"sassy,",2,7,1,2,1,1
but,2,7,1,2,1,1
says,2,7,1,2,1,1
"Red,",2,7,1,2,1,1
thanks.,2,7,1,2,1,1
Then,3,5,2,2,1,1
adds,3,5,2,2,1,1
My,3,5,2,1,1,1
own,3,5,2,1,1,1
glass.,3,5,2,1,1,1
The,1,6,1,2,1,1
sex,1,6,1,2,1,1
is,1,6,1,2,1,1
"violent,",1,6,1,2,1,1
harsh.,1,6,1,2,1,1
Getting,2,7,2,2,1,1
too,2,7,2,2,1,1
old,2,7,2,2,1,1
for,2,7,2,2,1,1
"this,",2,7,2,2,1,1
he,2,7,2,2,1,1
sucks,2,7,2,2,1,1
in,2,7,2,2,1,1
his,2,7,2,2,1,1
breath.,2,7,2,2,1,1
In,2,7,2,2,1,1
the,2,7,2,2,1,1
darkness,2,7,2,2,1,1
he,2,7,2,2,1,1
"whispers,",2,7,2,2,1,1
You've,2,7,2,2,1,1
got,2,7,2,2,1,1
this,2,7,2,2,1,1
strange,2,7,2,2,1,1
power.,2,7,2,2,1,1
You,1,7,2,2,1,1
make,1,7,2,2,1,1
me,1,7,2,2,1,1
do,1,7,2,2,1,1
thingsâ€¦,1,7,2,2,1,1
Admit,3,5,2,1,2,2
things.,3,5,2,1,2,2
Maybe,3,5,2,2,1,1
you,3,5,2,2,1,1
know.,3,5,2,2,1,1
She,1,6,1,2,1,1
shrugs,1,6,1,2,1,1
in,1,6,1,2,1,1
the,1,6,1,2,1,1
dark.,1,6,1,2,1,1
You,3,5,1,2,1,1
don't,3,5,1,2,1,1
know.,3,5,1,2,1,1
Margaret,1,5,2,1,2,2
and,1,5,2,1,2,2
"I,",1,5,2,1,2,2
we,1,5,2,1,2,2
were,1,5,2,1,2,2
lovers.,1,5,2,1,2,2
Who,3,6,2,1,1,1
ended,3,6,2,1,1,1
it.,3,6,2,1,1,1
She,3,5,1,1,1,1
"did,",3,5,1,1,1,1
he,3,5,1,1,1,1
says.,3,5,1,1,1,1
She,1,7,1,1,1,1
was,1,7,1,1,1,1
about,1,7,1,1,1,1
to,1,7,1,1,1,1
marry,1,7,1,1,1,1
your,1,7,1,1,1,1
dad.,1,7,1,1,1,1
I,3,5,1,1,1,1
was,3,5,1,1,1,1
jealous.,3,5,1,1,1,1
The,3,5,2,1,1,1
richness,3,5,2,1,1,1
of,3,5,2,1,1,1
silence.,3,5,2,1,1,1
She,2,7,1,2,1,1
moves,2,7,1,2,1,1
on,2,7,1,2,1,1
him,2,7,1,2,1,1
"slow,",2,7,1,2,1,1
as,2,7,1,2,1,1
if,2,7,1,2,1,1
doing,2,7,1,2,1,1
nothing.,2,7,1,2,1,1
Until,1,7,2,2,1,1
he,1,7,2,2,1,1
can't,1,7,2,2,1,1
help,1,7,2,2,1,1
but,1,7,2,2,1,1
moan.,1,7,2,2,1,1
Not,3,5,2,1,1,1
"thinking,",3,5,2,1,1,1
just,3,5,2,1,1,1
moving.,3,5,2,1,1,1
Relentless.,3,5,2,1,1,1
Triumphant.,3,5,2,1,1,1
Gary,1,5,1,2,1,1
chooses,1,5,1,2,1,1
a,1,5,1,2,1,1
gorgeous,1,5,1,2,1,1
funeral,1,5,1,2,1,1
wreath.,1,5,1,2,1,1
All,3,5,2,1,2,2
"orchids,",3,5,2,1,2,2
all,3,5,2,1,2,2
elegance.,3,5,2,1,2,2
Clara,2,7,1,2,1,1
doesn't,2,7,1,2,1,1
ask,2,7,1,2,1,1
about,2,7,1,2,1,1
"price,",2,7,1,2,1,1
nodding,2,7,1,2,1,1
"yes,",2,7,1,2,1,1
of,2,7,1,2,1,1
course.,2,7,1,2,1,1
The,1,5,2,1,2,2
best,1,5,2,1,2,2
for,1,5,2,1,2,2
their,1,5,2,1,2,2
friends.,1,5,2,1,2,2
How,1,5,2,2,1,1
does,1,5,2,2,1,1
a,1,5,2,2,1,1
baby,1,5,2,2,1,1
die.,1,5,2,2,1,1
When,1,7,2,2,1,1
you're,1,7,2,2,1,1
not,1,7,2,2,1,1
"looking,",1,7,2,2,1,1
babies,1,7,2,2,1,1
die.,1,7,2,2,1,1
At,1,5,2,2,1,1
"church,",1,5,2,2,1,1
the,1,5,2,2,1,1
congregation,1,5,2,2,1,1
is,1,5,2,2,1,1
numb.,1,5,2,2,1,1
Grad,2,7,1,1,1,1
"students,",2,7,1,1,1,1
pulled,2,7,1,1,1,1
from,2,7,1,1,1,1
their,2,7,1,1,1,1
"studios,",2,7,1,1,1,1
rub,2,7,1,1,1,1
swollen,2,7,1,1,1,1
eyes.,2,7,1,1,1,1
There's,2,7,1,2,1,1
no,2,7,1,2,1,1
one,2,7,1,2,1,1
to,2,7,1,2,1,1
blame,2,7,1,2,1,1
in,2,7,1,2,1,1
a,2,7,1,2,1,1
crib,2,7,1,2,1,1
death.,2,7,1,2,1,1
The,3,5,1,2,1,1
service,3,5,1,2,1,1
is,3,5,1,2,1,1
short.,3,5,1,2,1,1
Clara,2,7,2,2,1,1
keeps,2,7,2,2,1,1
looking,2,7,2,2,1,1
at,2,7,2,2,1,1
"Jeannie,",2,7,2,2,1,1
so,2,7,2,2,1,1
frail,2,7,2,2,1,1
she,2,7,2,2,1,1
could,2,7,2,2,1,1
"break,",2,7,2,2,1,1
her,2,7,2,2,1,1
family,2,7,2,2,1,1
holds,2,7,2,2,1,1
her.,2,7,2,2,1,1
Tommy,3,5,1,2,1,1
doesn't.,3,5,1,2,1,1
Gary,2,7,1,2,1,1
holds,2,7,1,2,1,1
onto,2,7,1,2,1,1
"Tommy,",2,7,1,2,1,1
leads,2,7,1,2,1,1
the,2,7,1,2,1,1
pack,2,7,1,2,1,1
of,2,7,1,2,1,1
bereaved,2,7,1,2,1,1
friends,2,7,1,2,1,1
to,2,7,1,2,1,1
a,2,7,1,2,1,1
bar.,2,7,1,2,1,1
He's,2,7,1,2,1,1
arranged,2,7,1,2,1,1
for,2,7,1,2,1,1
them,2,7,1,2,1,1
to,2,7,1,2,1,1
take,2,7,1,2,1,1
over,2,7,1,2,1,1
the,2,7,1,2,1,1
back.,2,7,1,2,1,1
Clara,2,7,2,2,1,1
looks,2,7,2,2,1,1
at,2,7,2,2,1,1
him,2,7,2,2,1,1
proud,2,7,2,2,1,1
in,2,7,2,2,1,1
this,2,7,2,2,1,1
alternate,2,7,2,2,1,1
"universe,",2,7,2,2,1,1
her,2,7,2,2,1,1
husband's,2,7,2,2,1,1
a,2,7,2,2,1,1
"leader,",2,7,2,2,1,1
getting,2,7,2,2,1,1
things,2,7,2,2,1,1
done.,2,7,2,2,1,1
Gary's,1,5,2,2,1,1
hand,1,5,2,2,1,1
on,1,5,2,2,1,1
her,1,5,2,2,1,1
arm.,1,5,2,2,1,1
Her,2,7,2,2,1,1
pride,2,7,2,2,1,1
"rising,",2,7,2,2,1,1
and,2,7,2,2,1,1
then,2,7,2,2,1,1
he,2,7,2,2,1,1
puts,2,7,2,2,1,1
everyone's,2,7,2,2,1,1
drinks,2,7,2,2,1,1
on,2,7,2,2,1,1
their,2,7,2,2,1,1
card.,2,7,2,2,1,1
She,2,7,2,2,1,1
looks,2,7,2,2,1,1
at,2,7,2,2,1,1
him,2,7,2,2,1,1
but,2,7,2,2,1,1
everyone's,2,7,2,2,1,1
looking,2,7,2,2,1,1
"too,",2,7,2,2,1,1
so,2,7,2,2,1,1
she,2,7,2,2,1,1
smiles.,2,7,2,2,1,1
He,2,7,1,2,1,1
keeps,2,7,1,2,1,1
hugging,2,7,1,2,1,1
his,2,7,1,2,1,1
"friends,",2,7,1,2,1,1
waving,2,7,1,2,1,1
at,2,7,1,2,1,1
grief,2,7,1,2,1,1
like,2,7,1,2,1,1
a,2,7,1,2,1,1
column,2,7,1,2,1,1
of,2,7,1,2,1,1
smoke.,2,7,1,2,1,1
No,2,7,2,2,1,1
one,2,7,2,2,1,1
knows,2,7,2,2,1,1
what,2,7,2,2,1,1
to,2,7,2,2,1,1
"say,",2,7,2,2,1,1
so,2,7,2,2,1,1
everyone,2,7,2,2,1,1
drinks.,2,7,2,2,1,1
Clara,1,7,1,2,1,1
has,1,7,1,2,1,1
lost,1,7,1,2,1,1
track,1,7,1,2,1,1
of,1,7,1,2,1,1
time.,1,7,1,2,1,1
Her,3,5,1,2,1,1
phone,3,5,1,2,1,1
rings.,3,5,1,2,1,1
A,1,5,2,1,1,1
call,1,5,2,1,1,1
from,1,5,2,1,1,1
her,1,5,2,1,1,1
mom.,1,5,2,1,1,1
She,3,5,1,2,1,1
ignores,3,5,1,2,1,1
it.,3,5,1,2,1,1
The,2,7,2,1,1,1
pull,2,7,2,1,1,1
out,2,7,2,1,1,1
couch,2,7,2,1,1,1
covered,2,7,2,1,1,1
with,2,7,2,1,1,1
the,2,7,2,1,1,1
Indian,2,7,2,1,1,1
bedspread,2,7,2,1,1,1
is,2,7,2,1,1,1
empty.,2,7,2,1,1,1
It's,2,7,2,2,1,1
two,2,7,2,2,1,1
a.,2,7,2,2,1,1
m.,2,7,2,2,1,1
then,2,7,2,2,1,1
"three,",2,7,2,2,1,1
then,2,7,2,2,1,1
three,2,7,2,2,1,1
thirtyâ€¦,2,7,2,2,1,1
Margaret,2,7,2,2,1,1
keeps,2,7,2,2,1,1
sight,2,7,2,2,1,1
reading,2,7,2,2,1,1
Bach's,2,7,2,2,1,1
second,2,7,2,2,1,1
violin,2,7,2,2,1,1
concerto.,2,7,2,2,1,1
Steven,1,7,1,2,1,1
walks,1,7,1,2,1,1
out,1,7,1,2,1,1
of,1,7,1,2,1,1
their,1,7,1,2,1,1
bedroom.,1,7,1,2,1,1
Do,1,7,2,2,1,1
you,1,7,2,2,1,1
know,1,7,2,2,1,1
where,1,7,2,2,1,1
she,1,7,2,2,1,1
is.,1,7,2,2,1,1
I,3,5,1,2,1,1
can't,3,5,1,2,1,1
sleepâ€¦,3,5,1,2,1,1
He,3,5,1,2,1,1
looks,3,5,1,2,1,1
so,3,5,1,2,1,1
distraught.,3,5,1,2,1,1
I,1,6,1,2,1,2
always,1,6,1,2,1,2
miss,1,6,1,2,1,2
the,1,6,1,2,1,2
"signs,",1,6,1,2,1,2
says,1,6,1,2,1,2
Steven.,1,6,1,2,1,2
I,1,7,1,2,1,1
don't,1,7,1,2,1,1
listen,1,7,1,2,1,1
until,1,7,1,2,1,1
it's,1,7,1,2,1,1
too,1,7,1,2,1,1
late.,1,7,1,2,1,1
And,1,5,2,2,1,1
then,1,5,2,2,1,1
something,1,5,2,2,1,1
horrible,1,5,2,2,1,1
happens.,1,5,2,2,1,1
Margaret,3,5,1,2,1,1
closes,3,5,1,2,1,1
her,3,5,1,2,1,1
score.,3,5,1,2,1,1
I'll,1,7,1,1,1,1
wait,1,7,1,1,1,1
up,1,7,1,1,1,1
for,1,7,1,1,1,1
her.,1,7,1,1,1,1
But,2,6,2,2,1,1
I,2,6,2,2,1,1
always,2,6,2,2,1,1
turn,2,6,2,2,1,1
Sasha,2,6,2,2,1,1
over,2,6,2,2,1,1
to,2,6,2,2,1,1
"you,",2,6,2,2,1,1
to,2,6,2,2,1,1
her,2,6,2,2,1,1
"mom,",2,6,2,2,1,1
to,2,6,2,2,1,1
a,2,6,2,2,1,1
nanny.,2,6,2,2,1,1
She's,2,7,2,2,1,1
almost,2,7,2,2,1,1
twenty,2,7,2,2,1,1
"one,",2,7,2,2,1,1
Margaret,2,7,2,2,1,1
says,2,7,2,2,1,1
"quietly,",2,7,2,2,1,1
The,2,7,2,2,1,1
hard,2,7,2,2,1,1
job,2,7,2,2,1,1
is,2,7,2,2,1,1
done.,2,7,2,2,1,1
Steven,3,5,1,2,1,1
holds,3,5,1,2,1,1
onto,3,5,1,2,1,1
her.,3,5,1,2,1,1
It's,2,7,2,2,1,1
not,2,7,2,2,1,1
just,2,7,2,2,1,1
the,2,7,2,2,1,1
"boyfriend,",2,7,2,2,1,1
that,2,7,2,2,1,1
has,2,7,2,2,1,1
her,2,7,2,2,1,1
messed,2,7,2,2,1,1
upâ€¦,2,7,2,2,1,1
She,1,5,1,1,1,1
saw,1,5,1,1,1,1
my,1,5,1,1,1,1
bank,1,5,1,1,1,1
statement.,1,5,1,1,1,1
Margaret's,1,5,1,2,1,1
blood,1,5,1,2,1,1
leaves,1,5,1,2,1,1
her,1,5,1,2,1,1
body.,1,5,1,2,1,1
Are,3,5,2,2,2,2
we,3,5,2,2,2,2
broke.,3,5,2,2,2,2
We're,3,6,1,2,2,2
not,3,6,1,2,2,2
doing,3,6,1,2,2,2
great.,3,6,1,2,2,2
She,2,7,2,2,1,1
waits,2,7,2,2,1,1
for,2,7,2,2,1,1
him,2,7,2,2,1,1
to,2,7,2,2,1,1
"continue,",2,7,2,2,1,1
but,2,7,2,2,1,1
he,2,7,2,2,1,1
doesn't.,2,7,2,2,1,1
I,2,7,2,2,1,1
need,2,7,2,2,1,1
one,2,7,2,2,1,1
of,2,7,2,2,1,1
your,2,7,2,2,1,1
sleeping,2,7,2,2,1,1
"pills,",2,7,2,2,1,1
he,2,7,2,2,1,1
says.,2,7,2,2,1,1
Margaret,1,6,1,2,1,1
reaches,1,6,1,2,1,1
for,1,6,1,2,1,1
his,1,6,1,2,1,1
hand.,1,6,1,2,1,1
Money,1,5,2,2,1,1
"comes,",1,5,2,2,1,1
money,1,5,2,2,1,1
"goes,",1,5,2,2,1,1
she,1,5,2,2,1,1
says.,1,5,2,2,1,1
We're,3,5,1,2,2,2
both,3,5,1,2,2,2
young.,3,5,1,2,2,2
We,3,5,1,1,2,2
can,3,5,1,1,2,2
work.,3,5,1,1,2,2
He,3,6,1,2,1,1
looks,3,6,1,2,1,1
at,3,6,1,2,1,1
her.,3,6,1,2,1,1
He,1,7,2,2,1,1
doesn't,1,7,2,2,1,1
feel,1,7,2,2,1,1
"young,",1,7,2,2,1,1
but,1,7,2,2,1,1
he's,1,7,2,2,1,1
grateful.,1,7,2,2,1,1
The,2,7,1,2,1,2
bar,2,7,1,2,1,2
is,2,7,1,2,1,2
half,2,7,1,2,1,2
"dark,",2,7,1,2,1,2
stinks,2,7,1,2,1,2
of,2,7,1,2,1,2
"grief,",2,7,1,2,1,2
sweat,2,7,1,2,1,2
and,2,7,1,2,1,2
wine.,2,7,1,2,1,2
Gary,1,7,2,2,1,1
deserves,1,7,2,2,1,1
so,1,7,2,2,1,1
much,1,7,2,2,1,1
better,1,7,2,2,1,1
than,1,7,2,2,1,1
you!,1,7,2,2,1,1
Tommy's,3,7,1,2,1,1
yelling,3,7,1,2,1,1
at,3,7,1,2,1,1
Clara.,3,7,1,2,1,1
Why,1,7,2,2,1,1
is,1,7,2,2,1,1
Tommy,1,7,2,2,1,1
yelling,1,7,2,2,1,1
at,1,7,2,2,1,1
her.,1,7,2,2,1,1
You,2,7,2,2,1,1
look,2,7,2,2,1,1
through,2,7,2,2,1,1
his,2,7,2,2,1,1
mail,2,7,2,2,1,1
and,2,7,2,2,1,1
you,2,7,2,2,1,1
nag,2,7,2,2,1,1
and,2,7,2,2,1,1
you,2,7,2,2,1,1
make,2,7,2,2,1,1
him,2,7,2,2,1,1
feel,2,7,2,2,1,1
small.,2,7,2,2,1,1
Tommy's,2,7,2,1,1,1
drunk,2,7,2,1,1,1
and,2,7,2,1,1,1
so,2,7,2,1,1,1
angry,2,7,2,1,1,1
his,2,7,2,1,1,1
spit,2,7,2,1,1,1
lands,2,7,2,1,1,1
on,2,7,2,1,1,1
Clara's,2,7,2,1,1,1
black,2,7,2,1,1,1
dress.,2,7,2,1,1,1
What,1,7,2,2,1,1
do,1,7,2,2,1,1
you,1,7,2,2,1,1
want,1,7,2,2,1,1
from,1,7,2,2,1,1
me,1,7,2,2,1,1
Tommy.,1,7,2,2,1,1
He's,2,7,1,2,1,1
up,2,7,1,2,1,1
in,2,7,1,2,1,1
her,2,7,1,2,1,1
"face,",2,7,1,2,1,1
What,2,7,1,2,1,1
do,2,7,1,2,1,1
I,2,7,1,2,1,1
want.,2,7,1,2,1,1
She,2,7,1,2,1,1
pushes,2,7,1,2,1,1
him,2,7,1,2,1,1
back,2,7,1,2,1,1
with,2,7,1,2,1,1
all,2,7,1,2,1,1
of,2,7,1,2,1,1
her,2,7,1,2,1,1
strength.,2,7,1,2,1,1
Tommy,1,6,1,2,1,1
falls,1,6,1,2,1,1
on,1,6,1,2,1,1
the,1,6,1,2,1,1
chairs.,1,6,1,2,1,1
And,3,5,2,2,1,1
everyone,3,5,2,2,1,1
screams.,3,5,2,2,1,1
I,1,5,1,2,1,1
want,1,5,1,2,1,1
my,1,5,1,2,1,1
child,1,5,1,2,1,1
back!,1,5,1,2,1,1
That's,3,7,1,2,1,1
what,3,7,1,2,1,1
I,3,7,1,2,1,1
want.,3,7,1,2,1,1
The,1,6,1,2,1,1
crowd,1,6,1,2,1,1
gathers,1,6,1,2,1,1
around,1,6,1,2,1,1
him.,1,6,1,2,1,1
Clara,3,5,1,2,1,1
finds,3,5,1,2,1,1
Gary,1,7,2,1,1,1
at,1,7,2,1,1,1
the,1,7,2,1,1,1
other,1,7,2,1,1,1
end,1,7,2,1,1,1
of,1,7,2,1,1,1
the,1,7,2,1,1,1
bar.,1,7,2,1,1,1
She's,3,5,1,2,1,1
shaking.,3,5,1,2,1,1
He,1,6,1,2,1,1
hasn't,1,6,1,2,1,1
noticed,1,6,1,2,1,1
a,1,6,1,2,1,1
thing.,1,6,1,2,1,1
Jeannie,3,5,2,2,1,1
has.,3,5,2,2,1,1
Please,2,7,2,2,1,1
forgive,2,7,2,2,1,1
"him,",2,7,2,2,1,1
Claraâ€¦,2,7,2,2,1,1
I'm,2,7,2,2,1,1
so,2,7,2,2,1,1
"sorry,",2,7,2,2,1,1
says,2,7,2,2,1,1
Clara.,2,7,2,2,1,1
You,2,7,2,2,2,2
can't,2,7,2,2,2,2
save,2,7,2,2,2,2
the,2,7,2,2,2,2
ones,2,7,2,2,2,2
that,2,7,2,2,2,2
you,2,7,2,2,2,2
"love,",2,7,2,2,2,2
Jeannie,2,7,2,2,2,2
says,2,7,2,2,2,2
and,2,7,2,2,2,2
she,2,7,2,2,2,2
leaves.,2,7,2,2,2,2
Gary,2,7,2,2,1,2
drives,2,7,2,2,1,2
them,2,7,2,2,1,2
"home,",2,7,2,2,1,2
taking,2,7,2,2,1,2
the,2,7,2,2,1,2
turn,2,7,2,2,1,2
off,2,7,2,2,1,2
the,2,7,2,2,1,2
highway,2,7,2,2,1,2
so,2,7,2,2,1,2
"sharp,",2,7,2,2,1,2
she,2,7,2,2,1,2
thinks,2,7,2,2,1,2
he'll,2,7,2,2,1,2
kill,2,7,2,2,1,2
them.,2,7,2,2,1,2
He's,1,6,2,2,1,1
"drunk,",1,6,2,2,1,1
his,1,6,2,2,1,1
eyes,1,6,2,2,1,1
are,1,6,2,2,1,1
half,1,6,2,2,1,1
closed.,1,6,2,2,1,1
After,2,7,2,2,1,1
the,2,7,2,2,1,1
car,2,7,2,2,1,1
screeches,2,7,2,2,1,1
back,2,7,2,2,1,1
in,2,7,2,2,1,1
"control,",2,7,2,2,1,1
Gary,2,7,2,2,1,1
says,2,7,2,2,1,1
just,2,7,2,2,1,1
one,2,7,2,2,1,1
line,2,7,2,2,1,1
Do,1,7,2,2,1,1
you,1,7,2,2,1,1
think,1,7,2,2,1,1
they'll,1,7,2,2,1,1
make,1,7,2,2,1,1
it.,1,7,2,2,1,1
At,2,7,2,2,1,1
three,2,7,2,2,1,1
thirty,2,7,2,2,1,1
am,2,7,2,2,1,1
Sasha,2,7,2,2,1,1
wakes,2,7,2,2,1,1
up,2,7,2,2,1,1
feeling,2,7,2,2,1,1
pain.,2,7,2,2,1,1
Jolted.,3,5,2,1,1,1
Forced.,3,5,2,1,1,1
Alexander,1,6,2,2,1,1
pushes,1,6,2,2,1,1
her,1,6,2,2,1,1
"down,",1,6,2,2,1,1
he,1,6,2,2,1,1
wants,1,6,2,2,1,1
flesh.,1,6,2,2,1,1
When,1,7,2,2,1,1
she,1,7,2,2,1,1
lets,1,7,2,2,1,1
him,1,7,2,2,1,1
he,1,7,2,2,1,1
hisses.,1,7,2,2,1,1
You,1,6,1,2,1,1
are,1,6,1,2,1,1
into,1,6,1,2,1,1
dangerâ€¦,1,6,1,2,1,1
Maggie's,1,6,1,2,1,1
right.,1,6,1,2,1,1
What,3,5,2,1,1,1
the,3,5,2,1,1,1
fuck.,3,5,2,1,1,1
She,1,5,1,2,1,1
